name,geometry,tourism,Latitude,Longitude,Lat,Lon
,POINT (463636.38105261896 5669504.124212559),camp_pitch,51.196214,-115.520634,5669504.124212559,463636.38105261896
,POINT (463369.4472388513 5669086.697458148),camp_pitch,51.192442,-115.524413,5669086.697458148,463369.4472388513
,POINT (463601.675304189 5669584.188337851),camp_pitch,51.196932,-115.521139,5669584.188337851,463601.675304189
,POINT (463501.890620216 5668919.670447368),camp_pitch,51.190948,-115.5225,5668919.670447368,463501.890620216
,POINT (463424.4380232516 5669716.514180311),camp_pitch,51.198111,-115.52369,5669716.514180311,463424.4380232516
,POINT (463366.613633956 5669590.306510016),camp_pitch,51.196972,-115.524505,5669590.306510016,463366.613633956
,POINT (463245.64277533215 5669571.383088446),camp_pitch,51.196794,-115.526235,5669571.383088446,463245.64277533215
,POINT (463130.6109563774 5669455.592899986),camp_pitch,51.195745,-115.52787,5669455.592899986,463130.6109563774
,POINT (463030.20005280233 5669304.793367491),camp_pitch,51.194382,-115.529292,5669304.793367491,463030.20005280233
,POINT (463399.1332362053 5669115.834035242),camp_pitch,51.192706,-115.523991,5669115.834035242,463399.1332362053
,POINT (463850.31225350685 5669025.928108787),camp_pitch,51.191926,-115.517523,5669025.928108787,463850.31225350685
,POINT (463424.0678989594 5668909.440792109),camp_pitch,51.190851,-115.523613,5668909.440792109,463424.0678989594
,POINT (463531.04970084707 5669464.739670996),camp_pitch,51.195853,-115.522138,5669464.739670996,463531.04970084707
,POINT (463488.9736797136 5669706.4945086315),camp_pitch,51.198025,-115.522765,5669706.4945086315,463488.9736797136
,POINT (463253.34559464495 5669388.679655583),camp_pitch,51.195151,-115.526106,5669388.679655583,463253.34559464495
,POINT (463178.0098945026 5669305.510109751),camp_pitch,51.194398,-115.527176,5669305.510109751,463178.0098945026
,POINT (463073.42150181637 5669292.809808747),camp_pitch,51.194277,-115.528672,5669292.809808747,463073.42150181637
,POINT (463438.42165288475 5668992.603009242),camp_pitch,51.1916,-115.523416,5668992.603009242,463438.42165288475
,POINT (463469.58177227166 5669052.189375874),camp_pitch,51.192138,-115.522976,5669052.189375874,463469.58177227166
,POINT (463557.38407245587 5669474.780137615),camp_pitch,51.195945,-115.521762,5669474.780137615,463557.38407245587
,POINT (463504.6475867927 5668845.613361101),camp_pitch,51.190282,-115.522453,5668845.613361101,463504.6475867927
,POINT (463509.3947104366 5669651.210254767),camp_pitch,51.197529,-115.522467,5669651.210254767,463509.3947104366
,POINT (463325.42842014163 5669349.255731794),camp_pitch,51.194801,-115.52507,5669349.255731794,463325.42842014163
,POINT (463256.68117039406 5669415.558335619),camp_pitch,51.195393,-115.526061,5669415.558335619,463256.68117039406
,POINT (463058.147778465 5669364.066904001),camp_pitch,51.194917,-115.528898,5669364.066904001,463058.147778465
,POINT (463714.71205654653 5669241.659680824),camp_pitch,51.193858,-115.519486,5669241.659680824,463714.71205654653
,POINT (463799.7410988259 5669293.975326051),camp_pitch,51.194334,-115.518274,5669293.975326051,463799.7410988259
,POINT (463732.9465914647 5668975.062663451),camp_pitch,51.191461,-115.519198,5668975.062663451,463732.9465914647
,POINT (463588.9452195873 5669443.762876736),camp_pitch,51.195668,-115.521307,5669443.762876736,463588.9452195873
,POINT (463572.9343591553 5668959.07521287),camp_pitch,51.191307,-115.521487,5668959.07521287,463572.9343591553
,POINT (463460.8124773086 5669665.340485981),camp_pitch,51.197653,-115.523164,5669665.340485981,463460.8124773086
,POINT (463768.0944516219 5669006.274973183),camp_pitch,51.191744,-115.518698,5669006.274973183,463768.0944516219
,POINT (463359.894329328 5669412.152873509),camp_pitch,51.195369,-115.524583,5669412.152873509,463359.894329328
,POINT (463310.755880515 5669358.476273779),camp_pitch,51.194883,-115.525281,5669358.476273779,463310.755880515
,POINT (463046.1512208672 5669482.991372902),camp_pitch,51.195986,-115.529082,5669482.991372902,463046.1512208672
,POINT (463016.2766061369 5669495.546044874),camp_pitch,51.196097,-115.529511,5669495.546044874,463016.2766061369
,POINT (463738.77614292153 5669365.330222411),camp_pitch,51.194972,-115.519154,5669365.330222411,463738.77614292153
,POINT (463679.67079039715 5669284.595660475),camp_pitch,51.194242,-115.519992,5669284.595660475,463679.67079039715
,POINT (463634.54423460836 5669343.389069299),camp_pitch,51.194768,-115.520644,5669343.389069299,463634.54423460836
,POINT (463322.33467705897 5669013.88548318),camp_pitch,51.191784,-115.52508,5669013.88548318,463322.33467705897
,POINT (463419.01160367206 5669729.337104287),camp_pitch,51.198226,-115.523769,5669729.337104287,463419.01160367206
,POINT (463768.9489824377 5669038.285144501),camp_pitch,51.192032,-115.518689,5669038.285144501,463768.9489824377
,POINT (463373.37200206163 5669441.071458668),camp_pitch,51.19563,-115.524393,5669441.071458668,463373.37200206163
,POINT (463517.41655762575 5668951.6875299895),camp_pitch,51.191237,-115.522281,5668951.6875299895,463517.41655762575
,POINT (463250.0573675512 5669534.3326903945),camp_pitch,51.196461,-115.526168,5669534.3326903945,463250.0573675512
,POINT (463209.3043637275 5669578.64686329),camp_pitch,51.196857,-115.526756,5669578.64686329,463209.3043637275
,POINT (463077.8911007574 5669516.11334813),camp_pitch,51.196286,-115.528631,5669516.11334813,463077.8911007574
,POINT (463036.26057230495 5669515.968168423),camp_pitch,51.196282,-115.529227,5669515.968168423,463036.26057230495
,POINT (463748.3749385841 5669379.380720203),camp_pitch,51.195099,-115.519018,5669379.380720203,463748.3749385841
,POINT (463594.8945406594 5669543.993769914),camp_pitch,51.19657,-115.521232,5669543.993769914,463594.8945406594
,POINT (463323.0887867894 5669041.227295847),camp_pitch,51.19203,-115.525072,5669041.227295847,463323.0887867894
,POINT (463488.6363704795 5669541.19078468),camp_pitch,51.196538,-115.522753,5669541.19078468,463488.6363704795
,POINT (463862.8879512467 5668986.486375063),camp_pitch,51.191572,-115.517339,5668986.486375063,463862.8879512467
,POINT (463576.27043762256 5669724.773040982),camp_pitch,51.198195,-115.521517,5669724.773040982,463576.27043762256
,POINT (463531.0104338145 5668878.88750445),camp_pitch,51.190583,-115.522079,5668878.88750445,463531.0104338145
,POINT (463383.7483345056 5669495.469556155),camp_pitch,51.19612,-115.52425,5669495.469556155,463383.7483345056
,POINT (463204.8877200624 5669615.363813764),camp_pitch,51.197187,-115.526823,5669615.363813764,463204.8877200624
,POINT (463052.45603473857 5669563.209020609),camp_pitch,51.196708,-115.529,5669563.209020609,463052.45603473857
,POINT (463104.37958541856 5669566.9488947205),camp_pitch,51.196745,-115.528257,5669566.9488947205,463104.37958541856
,POINT (463034.81249810057 5669334.219573115),camp_pitch,51.194647,-115.529229,5669334.219573115,463034.81249810057
,POINT (463637.11750568333 5669519.348942124),camp_pitch,51.196351,-115.520625,5669519.348942124,463637.11750568333
,POINT (463418.35897495854 5669049.44125924),camp_pitch,51.19211,-115.523709,5669049.44125924,463418.35897495854
,POINT (463579.9232075298 5669580.007027587),camp_pitch,51.196893,-115.52145,5669580.007027587,463579.9232075298
,POINT (463530.88219751103 5668910.015289506),camp_pitch,51.190863,-115.522084,5668910.015289506,463530.88219751103
,POINT (463402.6658452489 5669699.660664969),camp_pitch,51.197958,-115.524,5669699.660664969,463402.6658452489
,POINT (463349.3567032265 5669609.216962701),camp_pitch,51.197141,-115.524754,5669609.216962701,463349.3567032265
,POINT (463268.69400458195 5669600.899897062),camp_pitch,51.197061,-115.525908,5669600.899897062,463268.69400458195
,POINT (463111.3799637585 5669462.178726707),camp_pitch,51.195803,-115.528146,5669462.178726707,463111.3799637585
,POINT (463020.2553054827 5669301.196438147),camp_pitch,51.194349,-115.529434,5669301.196438147,463020.2553054827
,POINT (463379.3229011254 5669109.972203412),camp_pitch,51.192652,-115.524274,5669109.972203412,463379.3229011254
,POINT (463847.5477437938 5669040.065818975),camp_pitch,51.192053,-115.517564,5669040.065818975,463847.5477437938
,POINT (463414.1133392959 5668894.726419433),camp_pitch,51.190718,-115.523754,5668894.726419433,463414.1133392959
,POINT (463516.2645280168 5669448.280730043),camp_pitch,51.195704,-115.522348,5669448.280730043,463516.2645280168
,POINT (463338.48657022434 5669642.200156419),camp_pitch,51.197437,-115.524913,5669642.200156419,463338.48657022434
,POINT (441073.3186625796 5674680.410000154),camp_pitch,51.240891,-115.8445,5674680.410000154,441073.3186625796
,POINT (441255.3781734152 5674770.819794884),camp_pitch,51.241723,-115.841906,5674770.819794884,441255.3781734152
,POINT (441180.6881249707 5674927.100281096),camp_pitch,51.243121,-115.843002,5674927.100281096,441180.6881249707
,POINT (441182.91275801737 5674695.272400572),camp_pitch,51.241036,-115.842932,5674695.272400572,441182.91275801737
,POINT (441011.4046999261 5674751.941075498),camp_pitch,51.241528,-115.845399,5674751.941075498,441011.4046999261
,POINT (440900.83365016937 5674882.289854481),camp_pitch,51.242689,-115.847005,5674882.289854481,440900.83365016937
,POINT (441115.93147731025 5674963.642238067),camp_pitch,51.243443,-115.843936,5674963.642238067,441115.93147731025
,POINT (441179.91761115054 5674799.145309112),camp_pitch,51.24197,-115.842992,5674799.145309112,441179.91761115054
,POINT (441049.3681741579 5674715.594598612),camp_pitch,51.241205,-115.844849,5674715.594598612,441049.3681741579
,POINT (441208.2935122605 5674650.844425929),camp_pitch,51.240639,-115.842561,5674650.844425929,441208.2935122605
,POINT (441202.81726811867 5674879.1519034365),camp_pitch,51.242692,-115.842677,5674879.1519034365,441202.81726811867
,POINT (441064.98831898696 5674781.342562626),camp_pitch,51.241798,-115.844636,5674781.342562626,441064.98831898696
,POINT (441058.9346793965 5674916.380101016),camp_pitch,51.243012,-115.844745,5674916.380101016,441058.9346793965
,POINT (441133.7929405891 5674872.272650827),camp_pitch,51.242623,-115.843665,5674872.272650827,441133.7929405891
,POINT (441102.5322875744 5674829.9399327785),camp_pitch,51.242239,-115.844106,5674829.9399327785,441102.5322875744
,POINT (441175.5564735478 5674765.731301171),camp_pitch,51.241669,-115.843049,5674765.731301171,441175.5564735478
,POINT (441070.9184524139 5674847.980153988),camp_pitch,51.242398,-115.844562,5674847.980153988,441070.9184524139
,POINT (441251.43575482816 5674676.476405141),camp_pitch,51.240874,-115.841947,5674676.476405141,441251.43575482816
,POINT (441025.78438267275 5674734.098663495),camp_pitch,51.241369,-115.84519,5674734.098663495,441025.78438267275
,POINT (441098.62987964676 5674666.444545687),camp_pitch,51.240768,-115.844135,5674666.444545687,441098.62987964676
,POINT (441001.6705334616 5674870.233421824),camp_pitch,51.242591,-115.845558,5674870.233421824,441001.6705334616
,POINT (441275.8833505642 5674946.46563541),camp_pitch,51.243305,-115.841641,5674946.46563541,441275.8833505642
,POINT (441271.4630900474 5674682.472875347),camp_pitch,51.24093,-115.841661,5674682.472875347,441271.4630900474
,POINT (440970.5112392687 5674776.203358302),camp_pitch,51.241742,-115.845989,5674776.203358302,440970.5112392687
,POINT (440935.51086291636 5674845.53566715),camp_pitch,51.242362,-115.846502,5674845.53566715,440935.51086291636
,POINT (441236.0211821575 5674792.832104861),camp_pitch,51.241919,-115.842187,5674792.832104861,441236.0211821575
,POINT (441143.394446666 5674644.918288604),camp_pitch,51.240579,-115.84349,5674644.918288604,441143.394446666
,POINT (441069.1855089789 5674697.245103047),camp_pitch,51.241042,-115.844562,5674697.245103047,441069.1855089789
,POINT (441253.27796272957 5674758.058596002),camp_pitch,51.241608,-115.841934,5674758.058596002,441253.27796272957
,POINT (441168.6910185051 5674927.571437892),camp_pitch,51.243124,-115.843174,5674927.571437892,441168.6910185051
,POINT (441191.48647453054 5674718.7434207825),camp_pitch,51.241248,-115.842813,5674718.7434207825,441191.48647453054
,POINT (440994.6843005458 5674742.238751888),camp_pitch,51.241439,-115.845637,5674742.238751888,440994.6843005458
,POINT (440905.90946684044 5674904.911325202),camp_pitch,51.242893,-115.846936,5674904.911325202,440905.90946684044
,POINT (441119.79286805907 5674977.828457085),camp_pitch,51.243571,-115.843883,5674977.828457085,441119.79286805907
,POINT (441193.5444340042 5674806.882532394),camp_pitch,51.242041,-115.842798,5674806.882532394,441193.5444340042
,POINT (441240.7621030526 5674743.749090542),camp_pitch,51.241478,-115.842111,5674743.749090542,441240.7621030526
,POINT (441141.43526280683 5674857.176136503),camp_pitch,51.242488,-115.843553,5674857.176136503,441141.43526280683
,POINT (441193.6801423537 5674636.2255495945),camp_pitch,51.240506,-115.842768,5674636.2255495945,441193.6801423537
,POINT (441254.8056794632 5674842.646156445),camp_pitch,51.242369,-115.841926,5674842.646156445,441254.8056794632
,POINT (441064.25066464033 5674759.671675478),camp_pitch,51.241603,-115.844643,5674759.671675478,441064.25066464033
,POINT (441101.52880938625 5674748.6816419205),camp_pitch,51.241508,-115.844107,5674748.6816419205,441101.52880938625
,POINT (441040.4214721146 5674938.828184477),camp_pitch,51.243212,-115.845014,5674938.828184477,441040.4214721146
,POINT (441275.5580359745 5674905.890055448),camp_pitch,51.24294,-115.841639,5674905.890055448,441275.5580359745
,POINT (441088.99687650194 5674824.091895553),camp_pitch,51.242185,-115.844299,5674824.091895553,441088.99687650194
,POINT (441152.63834658684 5674763.214842967),camp_pitch,51.241644,-115.843377,5674763.214842967,441152.63834658684
,POINT (441296.608200248 5674848.949188339),camp_pitch,51.24243,-115.841328,5674848.949188339,441296.608200248
,POINT (441263.1226575344 5674648.882027587),camp_pitch,51.240627,-115.841775,5674648.882027587,441263.1226575344
,POINT (441149.3618434768 5674824.288178882),camp_pitch,51.242193,-115.843434,5674824.288178882,441149.3618434768
,POINT (441097.07531690615 5674676.912964078),camp_pitch,51.240862,-115.844159,5674676.912964078,441097.07531690615
,POINT (440989.6355761667 5674861.366624),camp_pitch,51.24251,-115.845729,5674861.366624,440989.6355761667
,POINT (441264.9001646681 5674925.801481121),camp_pitch,51.243118,-115.841795,5674925.801481121,441264.9001646681
,POINT (441151.44670585025 5674720.203331233),camp_pitch,51.241257,-115.843387,5674720.203331233,441151.44670585025
,POINT (440959.8984218689 5674793.891385334),camp_pitch,51.2419,-115.846144,5674793.891385334,440959.8984218689
,POINT (440922.62632226484 5674841.681742937),camp_pitch,51.242326,-115.846686,5674841.681742937,440922.62632226484
,POINT (441263.21082208445 5674827.096387781),camp_pitch,51.24223,-115.841803,5674827.096387781,441263.21082208445
,POINT (441169.7031571209 5674827.278884506),camp_pitch,51.242222,-115.843143,5674827.278884506,441169.7031571209
,POINT (441137.1779494646 5674662.666651782),camp_pitch,51.240738,-115.843582,5674662.666651782,441137.1779494646
,POINT (441061.4002282397 5674687.773419539),camp_pitch,51.240956,-115.844672,5674687.773419539,441061.4002282397
,POINT (441232.90775771346 5674764.740212855),camp_pitch,51.241666,-115.842227,5674764.740212855,441232.90775771346
,POINT (441221.33139775076 5674856.704413606),camp_pitch,51.242492,-115.842408,5674856.704413606,441221.33139775076
,POINT (441205.9442962075 5674701.567688087),camp_pitch,51.241095,-115.842603,5674701.567688087,441205.9442962075
,POINT (441001.11753513943 5674767.624094724),camp_pitch,51.241668,-115.845549,5674767.624094724,441001.11753513943
,POINT (440926.4133290352 5674922.018580678),camp_pitch,51.243049,-115.846645,5674922.018580678,440926.4133290352
,POINT (441096.62004870165 5674983.431055202),camp_pitch,51.243619,-115.844216,5674983.431055202,441096.62004870165
,POINT (441186.66496533976 5674791.174409732),camp_pitch,51.241899,-115.842894,5674791.174409732,441186.66496533976
,POINT (441210.3642698374 5674746.209834802),camp_pitch,51.241497,-115.842547,5674746.209834802,441210.3642698374
