Longitude,Latitude,Encounter Type
-79.865557,44.87374599999999,curious_risk
-79.862432,44.873881,curious_risk
-79.848944,44.87393599999999,curious_risk
-79.86329699999997,44.87396099999999,curious_risk
-79.84941,44.874030000000005,neutral_passive
-79.84634399999999,44.874044,curious_risk
-79.86383799999999,44.874115,curious_risk
-79.848047,44.874202,curious_risk
-79.86983199999999,44.874226,curious_risk
-79.84957599999997,44.874297000000006,curious_risk
-79.869663,44.874552,curious_risk
-79.873895,44.874562999999995,curious_risk
-79.84610699999999,44.874575,curious_risk
-79.84722199999999,44.87458600000001,curious_risk
-79.84761400000001,44.874641,curious_risk
-79.84784399999997,44.874671,curious_risk
-79.872554,44.874677,curious_risk
-79.869792,44.87467800000001,curious_risk
-79.86505899999997,44.87469599999999,curious_risk
-79.843772,44.874698,curious_risk
-79.845624,44.874707,curious_risk
-79.85072,44.874718999999985,curious_risk
-79.849865,44.87480999999998,curious_risk
-79.841806,44.874984000000005,curious_risk
-79.84969000000001,44.87512999999999,curious_risk
-79.873525,44.875141,curious_risk
-79.843732,44.87515,curious_risk
-79.874089,44.875248,curious_risk
-79.84241299999996,44.875285,curious_risk
-79.849634,44.875296,curious_risk
-79.87061399999997,44.875358,curious_risk
-79.84605899999998,44.875396,curious_risk
-79.86912299999999,44.87549,curious_risk
-79.867932,44.87551400000001,curious_risk
-79.845995,44.875614000000006,curious_risk
-79.869608,44.875638,curious_risk
-79.848382,44.87564499999999,curious_risk
-79.846858,44.875724,curious_risk
-79.86796099999998,44.875817999999995,curious_risk
-79.86565399999999,44.87584,curious_risk
-79.84611499999998,44.875912,curious_risk
-79.85015399999997,44.87592899999999,curious_risk
-79.84676999999998,44.875938000000005,curious_risk
-79.855546,44.875964999999994,curious_risk
-79.86477000000001,44.876047,curious_risk
-79.84787200000001,44.87604799999998,curious_risk
-79.864332,44.876096,aggressive
-79.85536900000001,44.876099,curious_risk
-79.84166099999997,44.876144999999994,curious_risk
-79.869858,44.876162,curious_risk
-79.848004,44.87619199999999,curious_risk
-79.86538699999997,44.876337,curious_risk
-79.84528899999997,44.876431,curious_risk
-79.839736,44.87646999999998,curious_risk
-79.84547499999998,44.876571,curious_risk
-79.868257,44.876598,curious_risk
-79.845701,44.876599,curious_risk
-79.84655499999997,44.87672,curious_risk
-79.84672099999997,44.87674400000001,curious_risk
-79.865285,44.87674699999999,curious_risk
-79.844323,44.876806,curious_risk
-79.839392,44.876834999999986,neutral_passive
-79.862028,44.87687700000001,curious_risk
-79.842625,44.87690099999999,curious_risk
-79.84520199999999,44.876982,neutral_passive
-79.86384699999998,44.877003,aggressive
-79.840096,44.877057999999984,curious_risk
-79.84921,44.877076999999986,curious_risk
-79.861736,44.877091,curious_risk
-79.84031599999999,44.8771,curious_risk
-79.861057,44.877153,curious_risk
-79.86814899999997,44.87720899999999,curious_risk
-79.845779,44.877224999999996,curious_risk
-79.845124,44.877333,curious_risk
-79.817381,44.87737,curious_risk
-79.841004,44.87737899999998,curious_risk
-79.84642699999999,44.877439,curious_risk
-79.843035,44.877451,aggressive
-79.87764599999997,44.877469000000005,curious_risk
-79.849969,44.877541,curious_risk
-79.847238,44.87769199999999,curious_risk
-79.66839199999998,44.877873999999984,curious_risk
-79.851263,44.877941,curious_risk
-79.854329,44.877971,curious_risk
-79.84952099999997,44.878021999999994,curious_risk
-79.862201,44.878072999999986,curious_risk
-79.861485,44.878109,curious_risk
-79.861325,44.878217,curious_risk
-79.861504,44.878285,curious_risk
-79.847968,44.878336,curious_risk
-79.86159599999999,44.87843699999999,curious_risk
-79.87307800000002,44.87844299999999,curious_risk
-79.838016,44.87850400000001,curious_risk
-79.848104,44.87857199999999,curious_risk
-79.867631,44.878799,curious_risk
-79.855666,44.878817,neutral_passive
-79.845472,44.878857,curious_risk
-79.838323,44.87890699999999,curious_risk
-79.861616,44.878919,curious_risk
-79.84557399999997,44.87894999999999,curious_risk
-79.85068799999999,44.87896,curious_risk
-79.861378,44.87896099999998,curious_risk
-79.851537,44.87899799999999,curious_risk
-79.850882,44.879115999999996,curious_risk
-79.83908999999998,44.879434,neutral_passive
-79.86006499999999,44.87961,curious_risk
-79.873659,44.879873,curious_risk
-79.87038,44.879908,curious_risk
-79.861447,44.87991099999999,curious_risk
-79.85290899999998,44.879949999999994,curious_risk
-79.844419,44.879952,curious_risk
-79.82280199999997,44.879986999999986,curious_risk
-79.840966,44.880055999999996,curious_risk
-79.865171,44.880075,curious_risk
-79.84468099999998,44.88008599999999,curious_risk
-79.84538,44.880142,curious_risk
-79.849608,44.880215,curious_risk
-79.87197099999997,44.880294,curious_risk
-79.86077499999999,44.88029499999999,curious_risk
-79.85727599999997,44.88033099999999,curious_risk
-79.86141899999997,44.880415000000006,curious_risk
-79.865606,44.880416000000004,curious_risk
-79.854592,44.880512999999986,curious_risk
-79.85566099999997,44.88052399999999,curious_risk
-79.852976,44.88054600000001,curious_risk
-79.860899,44.8806,curious_risk
-79.871823,44.880707,curious_risk
-79.85243199999996,44.880718,curious_risk
-79.849495,44.880746,curious_risk
-79.86428700000002,44.880749,curious_risk
-79.839822,44.88075499999999,curious_risk
-79.860056,44.88091400000001,curious_risk
-79.84712699999997,44.880923,curious_risk
-79.868,44.880992,neutral_passive
-79.866957,44.88103199999998,curious_risk
-79.859464,44.88112,aggressive
-79.87106299999999,44.88114999999999,curious_risk
-79.842353,44.88119700000001,curious_risk
-79.849587,44.88124799999999,curious_risk
-79.858058,44.881252,curious_risk
-79.86209999999998,44.881271,curious_risk
-79.841801,44.88127599999999,curious_risk
-79.86722199999998,44.881329,curious_risk
-79.86841799999999,44.881381,curious_risk
-79.85580799999997,44.881414,curious_risk
-79.85478,44.881489,curious_risk
-79.85968,44.881538,curious_risk
-79.842518,44.88156,curious_risk
-79.86972199999998,44.881599,curious_risk
-79.839575,44.881640999999995,curious_risk
-79.858665,44.88171599999998,curious_risk
-79.848632,44.881719,neutral_passive
-79.852308,44.881744000000005,curious_risk
-79.85662899999997,44.881758,curious_risk
-79.86955999999999,44.88176899999999,neutral_passive
-79.868116,44.881781,curious_risk
-79.84840399999999,44.881786,curious_risk
-79.86691599999999,44.881916000000004,curious_risk
-79.85711499999998,44.881956,curious_risk
-79.87041999999998,44.881958,neutral_passive
-79.846103,44.881979,curious_risk
-79.860336,44.882061,curious_risk
-79.858022,44.882065999999995,neutral_passive
-79.85623099999998,44.882116,curious_risk
